,Unnamed: 0,Title,Subtitle,Image,Author,Publication,Year,Month,Day,Reading_Time,Claps,url,Author_url,Tag_artificial-intelligence,Tag_data-analytics,Tag_data-engineering,Tag_data-science,Tag_deep-learning,Tag_machine-learning,Tag_nlp,Tag_python,Tag_r,Tag_reinforcement-learning,Tag_statistics,Category
4170,4170,"How to install, upgrade and backup Countly on a Digital Ocean droplet: A step by step guide",,1,Product Analytics Insights,Countly,2016,3,31,4,1.0,https://blog.count.ly/how-to-install-upgrade-and-backup-countly-on-a-digital-ocean-droplet-a-step-by-step-guide-8dde2764e407,https://blog.count.ly/@countly,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4171,4171,How will GDPR affect Finance Companies and How to Be Ready?,,1,Product Analytics Insights,Countly,2017,7,30,9,3.0,https://blog.count.ly/how-will-gdpr-affect-finance-companies-and-how-to-be-ready-4606c00980c7,https://blog.count.ly/@countly,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4173,4173,Whats new in 17.05: Custom dashboards for serious product people,Customising which information the,1,Product Analytics Insights,Countly,2017,5,29,6,114.0,https://blog.count.ly/whats-new-in-17-05-custom-dashboards-for-serious-product-people-ff94153b4caa,https://blog.count.ly/@countly,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4174,4174,Which is better: On-Premise or Private Cloud?,3rd Party tools are very critical items you use in your,1,Product Analytics Insights,Countly,2019,9,2,8,10.0,https://blog.count.ly/which-is-better-on-premise-or-private-cloud-d6431460bc9c,https://blog.count.ly/@countly,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4175,4175,"White label & resell your own analytics service, with confidence",White labeling allows you to offer different products and services to your customers without spending excess time or money for design and,0,Product Analytics Insights,Countly,2017,12,29,6,2.0,https://blog.count.ly/white-label-resell-your-own-analytics-service-with-confidence-7018d240c56a,https://blog.count.ly/@countly,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4480,4480, Data Analytics, Data Analytics ..,1,Apipoj Piasak,Blog-Derlivery,2019,6,26,2,64.0,https://blog.derlivery.com/%E0%B8%9B%E0%B8%A3%E0%B8%B0%E0%B9%80%E0%B8%A0%E0%B8%97%E0%B8%82%E0%B8%AD%E0%B8%87-data-analytics-8be8e1e255ee,https://blog.derlivery.com/@apipoj,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
4485,4485,Business Story Telling,  ,1,Apipoj Piasak,Blog-Derlivery,2019,9,21,1,3.0,https://blog.derlivery.com/business-story-telling-711676cb185e,https://blog.derlivery.com/@apipoj,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
5085,5085,Chubbies sells short shortsand bets long on data analytics enabled by Fivetran,,1,Katie Chin,Fivetran Blog Ideas to Inform Your Data Strategy,2018,6,1,4,0.0,https://blog.fivetran.com/chubbies-sells-short-shorts-and-bets-long-on-data-analytics-enabled-by-fivetran-69447155c4bd,https://blog.fivetran.com/@katie_51405,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
5086,5086,Fivetran Browser Uploader,Watch this demo video to see how easy it is to load CSV files into your data,1,Katie Chin,Fivetran Blog Ideas to Inform Your Data Strategy,2017,9,11,1,0.0,https://blog.fivetran.com/fivetran-browser-uploader-a127e94f4620,https://blog.fivetran.com/@katie_51405,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
5087,5087,Fivetran partners with SendGrid: Its all about data delivery,,1,David Kravets,Fivetran Blog Ideas to Inform Your Data Strategy,2018,5,17,2,0.0,https://blog.fivetran.com/fivetran-partners-with-sendgrid-its-all-about-data-delivery-5b797be7d952,https://blog.fivetran.com/@dmkravets,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
5170,5170,Finding quality consultants or vendors for your businesses,"Due to an overwhelming supply of consultants and vendors for business engagements in the market, it is challenging for firms to narrow down and decide on the appropriate",0,Poh Kah Kong,"Government Digital Services, Singapore",2019,1,2,4,12.0,https://blog.gds-gov.tech/finding-quality-consultants-or-vendors-for-your-businesses-7fb08e788d91,https://blog.gds-gov.tech/@strengthandwill,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
6597,6597,Vodafone KitlesiVeri Ne Sylyor?,Telekomnikasyon sektrnn lider markalarndan Vodafone ile,1,Kimola,Kimola Blog,2019,3,7,1,0.0,https://blog.kimola.com/vodafone-kitlesi-veri-ne-s%C3%B6yl%C3%BCyor-13f900481803,https://blog.kimola.com/@kimola,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
6598,6598,Kimolada Yatrm Sonras: Maraton 2.0,"Hem yorucu hem elenceli bir sreten sonra, bugn yeni",1,Kimola,Kimola Blog,2019,2,25,1,79.0,https://blog.kimola.com/yatirim-sonrasi-maraton-e0334201ed72,https://blog.kimola.com/@kimola,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
6648,6648,"What can startups learn from the Trump Campaign? Yes, we are serious ;)",,1,Vani Kola,The Perch,2016,12,31,5,22.0,https://blog.kstart.in/what-can-startups-learn-from-the-trump-campaign-yes-we-are-serious-32abecd7fe1b,https://blog.kstart.in/@VaniKola,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
6877,6877,Geospark Analytics upgrades its maps,"Faster rendering for real-time, big data insights",1,Mapbox,maps for developers,2018,4,11,3,40.0,https://blog.mapbox.com/geospark-analytics-upgrades-its-maps-28c987eeaa6,https://blog.mapbox.com/@Mapbox,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7069,7069,10 Tips to Increase the Conversion Rate of Your Online Store,,1,MonkeyData,MonkeyData Blog,2016,10,31,9,52.0,https://blog.monkeydata.com/10-tips-to-increase-the-conversion-rate-of-your-online-store-39f11c3f11b7,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7070,7070,Being Successful Equals Being Social,5 useful tips how social media can help grow your online store,1,MonkeyData,MonkeyData Blog,2016,5,31,3,2.0,https://blog.monkeydata.com/being-successful-equals-being-social-fcfe158edb15,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7071,7071,Combat Cart Abandonment,"Do you have a clear idea of how big your online store is, where you want to",1,Marketa Kocichova,MonkeyData Blog,2017,9,12,6,51.0,https://blog.monkeydata.com/combat-cart-abandonment-c90437ce657f,https://blog.monkeydata.com/@marketakocich,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7072,7072,Does Your Advertising Really Make Sense?,"As an entrepreneur, your resources are likely limited. You dont have the money or the",1,MonkeyData,MonkeyData Blog,2016,12,6,5,52.0,https://blog.monkeydata.com/does-your-advertising-really-make-sense-ccb95feb71fa,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7073,7073,Email marketing as a perfect tool to convert your prospects into real customers,,1,MonkeyData,MonkeyData Blog,2016,5,4,3,54.0,https://blog.monkeydata.com/email-marketing-as-a-perfect-tool-to-convert-your-prospects-into-real-customers-7d2a1d4bd88d,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7075,7075,Grow the Revenue of Your Online Store,,1,MonkeyData,MonkeyData Blog,2016,8,9,2,4.0,https://blog.monkeydata.com/grow-the-revenue-of-your-online-store-d2755b7d7bc,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7076,7076,Improve Your Relationships With Your CustomersTurn Them Into Friends!,,1,MonkeyData,MonkeyData Blog,2016,9,30,6,52.0,https://blog.monkeydata.com/improve-your-relationships-with-your-customers-turn-them-into-friends-4e6495346a59,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7077,7077,Why Social Media Still Worth Your Time,Create your strategy today.,1,MonkeyData,MonkeyData Blog,2016,10,31,8,54.0,https://blog.monkeydata.com/smbs-social-media-still-worth-your-time-a5879fde5076,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7079,7079,The Story of KarachoCold Brew Coffee,"There is a dream and passion in the beginning. Then its a lot of hard work and first little successes. As you grow, you need good partners to help you with areas",0,MonkeyData,MonkeyData Blog,2016,12,20,3,55.0,https://blog.monkeydata.com/the-story-of-karacho-cold-brew-coffee-69ac1612b568,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7080,7080,TreeForMe : Successful Story of Selling Artificial Christmas Trees,The story of power of your data.,1,MonkeyData,MonkeyData Blog,2017,1,30,4,56.0,https://blog.monkeydata.com/treeforme-successful-story-of-selling-artificial-christmas-trees-2f2f61c2b7f5,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7081,7081,What metrics help you monitor your online store the best?,Analyze and improve your online stores performance.,0,MonkeyData,MonkeyData Blog,2016,10,25,7,52.0,https://blog.monkeydata.com/what-metrics-help-you-monitor-your-online-store-the-best-e3f79225b169,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7082,7082,What Is Your Average Customer Worth to Your Company?,The answer gives you customer lifetime value.,1,MonkeyData,MonkeyData Blog,2016,12,31,8,53.0,https://blog.monkeydata.com/what-your-average-customer-is-worth-to-your-company-e2a3d233f29b,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7083,7083,Which Apps Do You Need to Succeed in eCommerce?,,1,MonkeyData,MonkeyData Blog,2016,9,30,6,2.0,https://blog.monkeydata.com/which-apps-do-you-need-to-succeed-in-ecommerce-fd1c0228b349,https://blog.monkeydata.com/@MonkeyData,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7189,7189,A deeper dive into how artists are getting discovered on Pandora,,1,Julien Benatar,Next Big Sound,2018,10,31,4,135.0,https://blog.nextbigsound.com/artist-discovery-pandora-98d60a605f5b,https://blog.nextbigsound.com/@julienbenatar,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7190,7190,Next Big Sound Introduces: Notifications,"Next Big Sound introduces Notifications, emails alerting you",1,Julien Benatar,Next Big Sound,2017,9,30,3,232.0,https://blog.nextbigsound.com/next-big-sound-introduces-notifications-17a1ee033517,https://blog.nextbigsound.com/@julienbenatar,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7400,7400,How to Get Facebook Audience Insights and Instagram Data if You Own 1000+ Accounts,,1,Thomas Spicer,Openbridge,2017,7,11,6,4.0,https://blog.openbridge.com/how-to-get-insights-from-1000s-of-facebook-instagram-accounts-445d328ea4f4,https://blog.openbridge.com/@thomas_spicer,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7421,7421,Openbridge Brings Marketers Closer To Instagram Data,,1,Thomas Spicer,Openbridge,2016,6,26,2,1.0,https://blog.openbridge.com/openbridge-brings-marketers-closer-to-instagram-data-53ebc49882b1,https://blog.openbridge.com/@thomas_spicer,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
7435,7435,"Data Pipeline Marketplace: Say Goodbye To Data That Is Messy, Complicated, Scary, And A Pain To",,1,Thomas Spicer,Openbridge,2017,12,29,5,30.0,https://blog.openbridge.com/the-new-openbridge-data-pipeline-marketplace-say-goodbye-to-data-that-is-messy-complicated-scary-c0c2fecf243b,https://blog.openbridge.com/@thomas_spicer,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8213,8213,6.926 billion hours played by US residents on mobile games in 2018,,1,MobileSport,Seemba,2019,2,10,1,0.0,https://blog.seemba.com/6-926-billion-hours-played-by-us-residents-on-mobile-games-in-2018-cc2fe1ff8b2f,https://blog.seemba.com/@MobileSport,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8235,8235,SessionStack now helps you gauge your apps health at a glance,,1,Antonia Bozhkova,SessionStack Blog,2018,3,19,3,110.0,https://blog.sessionstack.com/sessionstack-now-helps-you-gauge-your-apps-health-at-a-glance-9d572913ea72,https://blog.sessionstack.com/@bonbonia,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8374,8374,SingularityNET partners with the Indonesian Agricultural Data Exchange Firm Hara.,SingularityNET forms,1,Arif Khan,SingularityNET,2019,1,18,6,394.0,https://blog.singularitynet.io/singularitynet-partners-with-the-indonesian-agricultural-data-exchange-firm-hara-35c307031883,https://blog.singularitynet.io/@arikhan,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8680,8680,GVC Top Ten: 1/201/26,"Tl;dr: MOBAs rise over BR, Dota2 Takes to the Top, Fortnite decline",1,Stream Hatchet,Stream Hatchet,2020,1,29,2,0.0,https://blog.streamhatchet.com/gvc-top-ten-1-20-1-26-e16abe3c8c9c,https://blog.streamhatchet.com/@streamHatchet,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8857,8857,Verkkopalvelun analytiikka tarjoaa tietoa palvelun kehityksen tueksi,,1,Tyomarkkinatori,Ty markkinatorin ajankohtaista,2019,1,10,2,5.0,https://blog.tyomarkkinatori.fi/verkkopalvelun-analytiikka-tarjoaa-tietoa-palvelun-kehityksen-tueksi-85b5372c9c28,https://blog.tyomarkkinatori.fi/@Tyomarkkinatori,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
8909,8909,How graph theory makes sense of overwhelming security data,,1,Liz Maida,Uplevel Security,2017,10,29,3,56.0,https://blog.uplevelsecurity.com/how-graph-theory-makes-sense-of-overwhelming-security-data-6a766ba23e4b,https://blog.uplevelsecurity.com/@Lizuplevel,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
9067,9067,Finding the 1st Data Analytics Job for New Graduates & Career Switcher,,1,Taesun Yoo,Noteworthy The Journal Blog,2019,7,6,6,3.0,https://blog.usejournal.com/finding-the-1st-data-analytics-job-for-new-graduates-career-switcher-d8b8364cd771,https://blog.usejournal.com/@yoots1988,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
9070,9070,Fooled by stickiness,DAU/MAU is the #1 stickiness metric. Heres how to get it right.,1,Charlie Taylor,Noteworthy The Journal Blog,2018,9,25,8,656.0,https://blog.usejournal.com/fooled-by-stickiness-a53d241ba463,https://blog.usejournal.com/@ukcharlietaylor,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
9375,9375,Why I Decided to Learn Data Analytics and Why You Should Too,Analytics opened up possibilities within,1,Onyeka Okonkwo,Noteworthy The Journal Blog,2020,6,13,4,314.0,https://blog.usejournal.com/why-i-decided-to-learn-data-analytics-and-why-you-should-too-9aef584152a,https://blog.usejournal.com/@Obianuju,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
9612,9612,How to win your customers hearts and minds with analytics,"Yticas first live presence was in May at the Twilio SIGNAL conference in San Franciscowhere we launched a plug&play reporting building block for Twilio contact centers. We are thrilled that almost 4 months later, at SIGNAL",0,Kveta Vostra,Ytica,2017,9,20,2,5.0,https://blog.ytica.com/how-to-win-your-customers-hearts-and-minds-with-data-b3c6fe9fd7af,https://blog.ytica.com/@kveti,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
10062,10062,From Underemployment To Data Analyst,Crossing The Data Divide Is Just A Matter Of The Right Experience,1,Corsair's Publishing,Career Accelerator,2019,3,20,4,301.0,https://career-accelerator.corsairs.network/from-underemployment-to-data-analyst-bf81518b28ef,https://career-accelerator.corsairs.network/@Corsairs,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
12855,12855,"Overview of Data Analytics in AWSGlue, Athena and DataLake",,1,Craig Godden-Payne,codeburst,2020,2,7,6,106.0,https://codeburst.io/overview-of-data-analytics-in-aws-glue-athena-and-datalake-b2d2b031bc28,https://codeburst.io/@craig.beardy.digital,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
13174,13174,Hitchhikers Guide to AnalyticsFord Prefect,Listen to the hoopiest researcher in the galaxy,1,Greg Anderson,Creative Analytics,2020,4,9,5,147.0,https://creative-analytics.corsairs.network/hitchhikers-guide-to-analytics-ford-prefect-798ccb689426,https://creative-analytics.corsairs.network/@grelan,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
13414,13414,What The Bug? Our method to detect outliers,,1,Paul Peseux,Deezer I/O,2018,8,17,4,536.0,https://deezer.io/what-the-bug-our-method-to-detect-outliers-3dbf623774c8,https://deezer.io/@paul.peseux,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
14267,14267,,Monthly updates -September,1,iB Hubs,Happenings iB Hubs,2017,9,29,5,136.0,https://happenings.ibhubs.co/ib-hubs-power-to-india-igniting-the-future-of-youth-98c07f4a6a89,https://happenings.ibhubs.co/@ibhubs,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
15125,15125,Lancement de HungerMap Live,HungerMap Live est une carte de la faim qui permet un suivi en temps quasi,1,WFPPAM),Histoires du Programme Alimentaire Mondial,2020,1,24,4,0.0,https://histoires.wfp.org/lancement-de-hungermap-live-ef77e137cdb6,https://histoires.wfp.org/@WFP_FR,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
15489,15489,WFP launches HungerMap Live,Real-time monitoring of food security situation in more than 90 countries,1,Anna Gustilo Ong,World Food Programme Insight,2020,1,26,3,18.0,https://insight.wfp.org/wfp-launches-hungermap-live-431e59553aa5,https://insight.wfp.org/@anna.ong,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
15533,15533,The Importance of Data in Nonprofits,By: Benjamin Chou,1,The Berkeley Group,TBG Insights,2019,12,15,3,200.0,https://insights.theberkeleygroup.org/the-importance-of-data-in-nonprofits-b547c50b62b1,https://insights.theberkeleygroup.org/@theberkeleygroup,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
15923,15923,Ivan Ravlich & Daniel Maren // Hypernet,A software solution for in-network data analytics without,1,Praxis,The Praxis Journal,2019,6,19,2,0.0,https://journal.praxislabs.org/ivan-ravlich-daniel-maren-hypernet-e340e30e3d10,https://journal.praxislabs.org/@PraxisLabs,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
17305,17305,Contovista enhances VKB-Banks digital customer experience with immediate effect,"Zurich / Linz, 19. September 2019",0,Gerret Veldkamp,contovista,2019,9,19,2,0.0,https://media.contovista.com/contovista-enhances-vkb-banks-digital-customer-experience-with-immediate-effect-b1d749606006,https://media.contovista.com/@gerret,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
17306,17306,Contovista steigert ab sofort das digitale Kundenerlebnis der VKB-Bank,,1,Gerret Veldkamp,contovista,2019,9,19,2,1.0,https://media.contovista.com/contovista-steigert-ab-sofort-das-digitale-kundenerlebnis-der-vkb-bank-fdc167442705,https://media.contovista.com/@gerret,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
17748,17748,,,1,Karl Lin, ,2019,12,8,2,58.0,https://medium.com/%E6%88%91%E9%82%84%E6%B2%92%E6%83%B3%E5%A5%BD%E5%90%8D%E5%AD%97/is-data-analysis-need-programing-40d76550e157,https://medium.com/@linroex,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
18117,18117,  ,"      ,       .    Amplitude       . Amplitude ",1, , ,2020,8,8,6,166.0,https://medium.com/%EC%98%A4%EC%9D%BC%EB%82%98%EC%9A%B0-%ED%8C%80-%EB%B8%94%EB%A1%9C%EA%B7%B8/%EA%B0%80%EC%84%A4%EB%A1%9C-%EA%B2%80%EC%A6%9D%ED%95%98%EB%A9%B0-%EB%94%94%EC%9E%90%EC%9D%B8%ED%95%B4%EB%B3%B4%EA%B8%B0-f19185883e95,https://medium.com/@originalwatermelon,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
18327,18327, Marketing  Data 17 ,"From Marketing to Data, My Career Roadmap in 17Media.",1,Hannah Chen,17 Media Tech Insight,2019,10,20,8,591.0,https://medium.com/17media-tech/%E5%BE%9E-marketing-%E5%88%B0-data-%E6%88%91%E5%9C%A8-17-%E7%9A%84%E8%BD%89%E8%81%B7%E4%B9%8B%E8%B7%AF-85c2e6baf335,https://medium.com/@waterpooh08,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
18588,18588,Looker Non-Embed Content and Data Management Solutions: A (Use) Case Study,,1,Kelechi Erondu,4 Mile Analytics,2020,4,22,6,35.0,https://medium.com/4mile-analytics/looker-non-embed-content-and-data-management-solutions-a-use-case-study-d6a8cfc7a673,https://medium.com/@kelechierondu,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
19148,19148,Data Governance Framework: Everything you Need to Know,"Data is the central commodity of the 21st century. Every organization wants to use it to drive the business forward. To fruitfully use it to power plans and strategies, they need to consider a 360-degree approach towards data",0,Sarah Perry,,2020,5,20,4,0.0,https://medium.com/@1sarahperry122/data-governance-framework-everything-you-need-to-know-7bfc131fe55,https://medium.com/@1sarahperry122,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
19149,19149,What AI trends will dominate 2020?,"Its trend surges as the world prefers automation and process optimization. AI, presently used for repetitive activities, will progress to perform several duties reserved for humans. 2020 sees a positive trend",0,Sarah Perry,,2020,5,6,2,0.0,https://medium.com/@1sarahperry122/what-ai-trends-will-dominate-2020-58cb9bb2f03d,https://medium.com/@1sarahperry122,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
19150,19150,Why Healthcare Sector Needs Data Governance,Lack of complete data impedes healthcare professionals and limits their abilities to perform their duties well.,0,Sarah Perry,,2020,5,6,2,0.0,https://medium.com/@1sarahperry122/why-healthcare-sector-needs-data-governance-6cae1e3e0a4a,https://medium.com/@1sarahperry122,0,1,0,0,0,0,0,0,0,0,0,Tag_data-analytics
